ORF,Ca_5_min,Ca_15_min,Ca_30_min,Ca_60_min,Ca_FK506_5_min,Ca_FK506_15_min,Ca_FK506_30_min,Ca_FK506_60_min,Ca_Ca_FK506_15_min,Ca_Ca_FK506_30_min,crz1_Ca_15_min,crz1_Ca_30_min,Na_15_min,Na_30_min,Na_45_min,Na_60_min,Na_FK506_15_min,Na_FK506_30_min,Na_FK506_45_min,Na_FK506_60_min,Na_Na_FK506_30_min,Na_Na_FK506_45_min,crz1_Na_30_min,crz1_Na_45_min
YJL116C,0.145,0.51897199,0.363,0.656,0.483,0.872,0.664527714,1.384,0.242685737,0.278155705,,0.893005545,0.193,0.551,0.529,0.778,0.305,0.473,0.35,0.592,-0.310298302,0.432,0.075,0.098783897
YEL027W,0.075077978,0.027783897,0.01458997,0.186048131,0.396948599,0.311247305,-0.002810959,-0.199978822,0.603462964,0.591307107,0.600311894,0.544189484,0.04,-0.785,-0.909,-0.928,0.102,-0.444,-0.766,-1.229,0.615849185,0.5990785,0.520034657,0.15
YBL078C,2.12989702,2.886701698,2.536603533,1.044660569,1.859811098,3.205,2.117176052,0.8,0.257076427,-0.38242141,0.425249249,0.233527286,0.331,1.636,3.113,3.182,-0.21,0.799,2.002,2.244,0.130777634,0.378558569,-0.489,-0.664932073
YNL223W,0.391897005,0.34191505,0.370831963,-0.094473505,0.495650071,0.643206087,0.430502166,0.456,-0.104734566,-0.382,-0.050580995,-0.003951869,0.057,0.685,1.18,1.146,0.055,0.586,0.846,0.94,-0.26585167,-0.031341468,-0.273961135,-0.243302455
YGL180W,0.094,0.115271046,-0.12,,,0.125075509,-0.048,0.395,0.002859934,-0.133,,-0.208,0.181,0.874,1.085,1.215,-0.022,0.375,0.851,1.211,-0.564978822,0.008086547,-0.169,-0.003550887
YBR217W,0.765657491,1.050746373,0.474745298,0.117795892,0.867592778,0.799354018,0.392084056,-0.303472286,0.245750441,0.332191668,0.090817605,0.136030292,-0.033,-0.162,0.346,0.075,0.235,0.047,0.117,-0.016,0.156801585,0.623,-0.427058647,0.122818767
YNR007C,1.19016556,1.42918333,0.918744928,0.063455033,0.863126668,1.17105386,0.364163786,0.196846103,-0.106555957,-0.446874431,-0.138886271,-0.181436838,0.502,1.774,1.916,1.561,0.347,1.018,1.201,1.197,0.067580607,-0.026624886,-0.221492982,0.043868075
YPL149W,2.268400602,2.946831963,2.435705787,1.20156727,-0.124580995,0.141394203,-0.231,0.228724976,-2.407445849,-2.105951869,-2.008354357,-1.638175355,-0.175,0.379,0.741,0.308,-0.156,-0.348,-0.612,-0.562,-1.125847166,-1.289999116,-1.134847166,-0.90681667
YPR185W,0.462232183,0.865,0.307475306,-0.347296149,0.295053281,0.497992883,0.219086547,-0.240886271,-0.125532478,-0.408329138,-0.009109398,-0.26842193,-0.024,0.088,0.496,0.476,0.317,0.266,0.527,0.552,-0.394181233,-0.212847166,-0.92732632,-0.491663335
YDL149W,-0.343752695,0.114361211,-0.083472926,-0.021024328,-0.320612468,0.201,-0.072793913,-0.398847166,-0.374874431,-0.481,-0.1245809,-0.414,-0.158,-0.498,-0.33,-0.408,0.163,-0.244,-0.204,0.137,-0.417,-0.158624893,-0.163628532,-0.501
YMR159C,-0.013,0.39350078,0.089764724,,0.644,1.104,0.518,,-0.551296149,-0.26225653,0.276,0.172434323,0.237,1.049,0.943,0.842,0.348,0.876,0.974,0.872,-0.060561979,0.127,-0.184,-0.055461791
YBR128C,1.327507018,1.038075509,0.468370993,-0.241314186,1.338622738,1.682947834,0.670038904,-0.02614662,0.277096804,-0.019881552,0.498961673,0.231868075,0.26,0.94,1.23,0.75,0.35,0.92,1.03,0.92,-0.241515663,0.451375114,-0.158497834,0.212137875
YLL042C,-0.272874891,-0.268847735,-0.045141883,-0.238370335,-0.063373526,-0.467986452,-0.481,-0.018797739,0.043510484,0.160167735,-0.173,0.203186194,0.035,-0.348,-0.495,-0.242,-0.271,-0.235,-0.435,-0.695,0.333449113,0.269041935,0.589535465,0.152545834
YHR171W,1.172574129,1.9,0.631,,0.262,2.643,0.566139285,0.565,-0.17549922,-0.609575489,0.206271697,0.19789702,-0.378,0.409,1.319,1.032,0.118,0.332,1.153,1.26,-0.378999653,0.03291247,-0.539194573,-0.288388731
YGR286C,-0.434887713,-1.061616331,-1.503874431,-0.272,-0.531087806,-0.659097727,-0.963,-0.294,0.41050078,0.217691387,0.283383669,0.120971771,-0.667,-1.378,-1.585,-1.862,-0.337,-0.93,-1.306,-1.344,0.168514177,-0.016386796,0.113462964,0.296879288
YNR058W,0.129504913,0.64881382,0.403531278,0.297097779,0.17,0.176759662,0.170125599,0.12906016,-0.247256632,-0.121874891,-0.165052198,0.032,-0.023,0.75,0.723,0.721,0.114,0.745,0.819,0.699,-0.411,-0.052957489,-0.387318642,0.123519495
YNR057C,0.108902273,0.236,-0.038043145,-0.187189569,-0.312874891,-0.604194573,-0.608987629,-0.196848675,-0.058546259,0.22513813,0.145563162,-0.068987523,-0.076,0.458,0.684,0.801,0.269,0.412,0.4,0.503,-0.297784841,0.055067546,-0.038800383,0.263606136
YNR056C,-0.233301552,0.244958971,0.03352504,0.267,-0.313363701,0.241681358,0.220151829,0.178606136,0.07557859,0.169658478,0.085202489,-0.060495754,0.001,0.439,0.556,0.832,0.33,0.674,0.657,0.811,-0.13,0.085400602,-0.077874092,0.029645643
YJR148W,0.414304337,0.641964289,0.586583263,0.079618612,0.386402906,0.929926248,1.329211323,-0.235129274,0.728110518,0.905377386,1.059888907,1.194232183,0.272,-0.411,-0.198,0.413,0.075,-0.47,-0.088,0.293,0.578992466,0.088304422,0.524,0.107
YHR208W,-0.425393411,-0.937572641,-0.643555596,-0.071468722,0.070897337,0.080733905,0.094387726,0.862532513,-0.00543273,0.255234271,0.056186194,-0.036951869,0.562,-0.323,-0.696,-0.237,0.059,-0.633,-0.924,-0.769,0.118311894,0.235794692,0.11795699,0.07584386
YER114C,-0.734783402,-1.043357573,-1.223753605,-0.36,-1.124639405,-0.874991336,-0.365047295,-0.45,-0.441377369,-0.107599246,-0.193118116,-0.163170884,-0.105,-0.223,-0.463,-0.306,-0.153,-0.232,-0.397,-0.042,-0.29042141,-0.464298302,-0.164991336,-0.031950094
YBR200W,-0.063967907,-0.107,-0.131571914,-0.577245372,-0.088965343,0.33112474,0.081440536,0.017993276,0.235291449,-0.195874891,-0.304504913,-0.154480505,0.197,0.157,0.378,0.314,-0.292,-0.436,0.072,0.23,-0.284175355,0.171317714,-0.074068587,0.14876208
YDR309C,-0.637253627,-1.502472714,-1.343355918,0.37197199,-0.088638789,-0.57041003,-0.470273099,0.437348244,0.831315074,0.6954191,1.881858117,0.939801585,-0.284,-0.162,-0.072,-0.302,-0.64,-0.279,0.258,0.055,0.160041935,-0.132429241,0.444995441,0.909831963
YHR061C,-0.426550887,-1.164102995,-0.556559933,0.432301342,0.462421779,-0.477330409,-0.101362005,0.464202489,0.888032058,0.544744719,,0.385649408,0.369,0.267,0.158,-0.171,-0.088,0.213,-0.178,-0.271,0.01461175,0.386045232,0.54506016,0.640563162
YPL115C,-0.347,-0.303,-0.299951869,-0.194,-0.661,-0.948,,0.074,-0.338141883,-0.582702429,-0.349,-0.41061377,-0.356,-0.096,-0.615,-0.356,-0.125,-0.318,-0.212,-0.225,-0.498490852,-0.518071551,-0.518874891,-0.247424002
YER155C,0.069118953,0.319871238,0.137783897,0.145849185,0.4,-0.527495087,0.189,0.371799656,0.191247305,0.067783897,0.120866261,0.100554447,-0.25,-0.09,0.05,0.13,-0.05,0.13,0.22,0.14,0.263818767,0.026463778,0.016782208,0.020554447
YPL161C,0.513818767,0.164067927,-0.111873332,-0.288750751,0.556973581,-0.530177624,-0.285,0.288125908,-0.244922022,-0.17903995,0.047419573,0.031247305,-0.25,-0.13,-0.04,-0.29,-0.287,0.08,0.06,0.167,-0.202997324,-0.264150815,-0.134783402,0.148125569
YGR014W,-0.431485357,-0.931718185,-0.839994455,-0.133670893,-0.557512373,-0.584932454,-0.52782661,0.444,0.048012477,0.368754628,0.289724476,0.323977055,-0.249,-0.087,-0.224,-0.319,-0.531,-0.815,-0.597,-0.244,-0.117058647,-0.211256632,-0.249983018,0.059611269
YBL085W,-0.511874431,-0.74959155,-0.443170884,-0.374575489,-0.2823282,-0.303370335,-0.462767817,-0.641412629,-0.338302455,-0.355335746,-0.637445553,-0.60792381,0.178,-0.196,-0.128,-0.271,-0.01,-0.02,0.022,0.09,-0.664769774,-0.373266775,-0.564783402,-0.475624893
YCL024W,-1.712,-2.001,-2.145,-0.613198415,-0.792,-1.016476742,0.054963944,-0.020439719,0.194744047,0.570343059,,-0.017,-0.212,-1.062,-1.223,-1.395,-0.305,-0.433,-0.521,,-0.377808332,0.278977055,0.705750441,0.258
YDR351W,-0.486249559,-0.047069822,-0.23659155,0.161,,,,,0.220799656,-0.178,-0.324763043,-0.097967942,-0.717,-0.134,-0.114,-0.058,-0.792,-0.418,-0.117,-0.024,,0.161387726,0.01848127,-0.007
YHR103W,0.5,0.432768174,0.037907594,-0.35129106,0.086052538,-0.26687073,-0.190058218,-0.432902221,-0.321931607,-0.110750751,-0.278204108,-0.277324554,-0.633,-0.568,,-0.381,-0.088,-0.25,0.104,0.136,-0.005492982,0.142984916,-0.607783402,-0.265874092
YCR038C,,-0.226,,,-0.155,,,,-0.148,-0.498,-0.19,-0.172,0.466,0.467,0.305,0.271,0.489,0.544,0.436,0.466,-0.143,,0.005,-0.146
YKL092C,-0.106260945,-0.264874275,-0.877525165,-0.45122034,-0.259,-0.179963587,-0.64569924,-0.278805502,-0.188113076,0.292,0.000189249,-0.074998614,-0.13,0.38,0.23,-0.12,0.02,0.53,0.63,0.683,-0.235759723,-0.167240334,-0.035,0.160631781
YGR152C,0.148817605,0.111247305,0.185008664,0.666463778,0.377002676,0.094125725,0.121859934,0.230785385,-0.162216103,0.265587889,0.145701698,0.480034657,-0.206,-0.603,-0.576,-0.887,,-0.208,-0.51,-0.828,0.157502547,-0.011874431,0.266463778,0.370311894
YOR127W,-0.647,-0.386,-1.08,,,-0.572,-0.92,-0.360113076,-0.041,-0.205844295,,-0.339,-0.349,-0.124,-0.311,-0.3,-0.163,-0.273,-0.106,0.237,-0.243,-0.398499913,-0.163668181,-0.271461791
YMR100W,-0.046,0.046875933,-0.285026792,-0.818,0.67,0.796594353,0.230755966,-0.563,-0.069266775,-0.013124067,0.173,-0.081445849,-0.601,0.182,0.402,0.162,0.316,0.718,1.084,0.969,-0.501908402,0.101113729,-0.246967942,-0.071291979
YJR092W,-0.783,-0.713684926,-0.768,,,,,,,,,-0.183,-0.085,-0.125,-0.32,-0.677,-0.064,0.135,0.048,-0.051,0.589,,0.429,
YPR122W,-0.266181233,-0.028302455,-0.128446697,-0.346181233,0.18921969,-0.761967907,-0.73,-0.64,-0.031182395,-0.001182395,-0.079445553,-0.069133739,-0.179,-0.215,-0.131,-0.22,0.351,0.05,-0.046,0.025,0.167390817,0.04364072,0.097685814,0.095701698
YIL140W,-0.913,-0.896,-1.008,,-0.667,,-0.645,0.039,0.114,0.075458345,0.398,0.208,,0.882,0.934,0.891,0.088,0.009,0.252,0.154,-0.516666968,-0.631,-0.47938825,-0.054218514
YLR319C,-0.41997238,-0.368669338,-0.321,-0.068,-0.441711175,-0.445,-0.426,-0.197260945,-0.034771164,0.042708021,-0.081381388,-0.090525345,-0.712,-0.713,-0.207,-0.193,-0.642,-0.79,0.077,0.378,-0.110041146,-0.065963587,-0.574605797,-0.177405647
YNL271C,-0.152497453,-0.337725525,0.089890602,0.235703851,-0.146781602,-0.341832265,-0.408800028,-0.020378373,-0.024783402,-0.008472926,0.022805427,-0.044575489,-0.83,-0.3,-0.31,-0.32,0.02,0,-0.08,-0.13,-0.138472926,-0.117725525,-0.068302455,-0.179861375
YGR041W,0.469375198,0.832315074,0.559330662,0.243000884,0.665751362,0.725088721,0.595394105,0.249288903,-0.20334848,0.073330662,-0.144874092,0.113561742,-0.146,-0.404,-0.177,-0.455,-0.107,-0.502,-0.143,-0.257,-0.254901145,-0.028848675,-0.590381388,-0.412874092
YLR353W,-0.631412111,-0.878472926,-0.482747363,0.087574129,-0.788,-0.302798104,-0.37720789,-0.080920958,0.542,0.419234271,0.055088721,-0.1755809,-0.63,-0.483,-0.695,-0.985,-0.471,-0.371,-0.444,-0.454,0.356879288,0.3720785,0.099,0.226
YOR299W,1.201028072,1.367724976,0.979973208,-0.177536222,0.4099425,0.685527714,0.06649042,0.126762119,-1.134,-1.087902221,-0.836381388,-0.344899843,-0.053,0.99,0.558,0.081,0.034,0.741,0.646,0.447,-0.339175355,-0.437624886,-0.368175011,-0.101967942
YLR313C,-0.767,-0.69,-1.123109398,0.08847462,0.536,-0.688,-0.329,-0.71,0.586,,0.275001386,-0.140330409,-0.874,-0.527,-0.297,-0.588,-0.603,-0.234,0.095,0.036,0.216320253,0.052538209,-0.04717968,0.244279601
YBR131W,-0.03593984,-0.225788497,-0.266195593,-0.476,,0.73,0.102444419,0.066164737,-0.578957489,-0.107319359,-0.142485357,-0.196688106,-0.465,0.588,0.46,-0.224,-0.316,0.674,0.469,0.326,-0.214718635,-0.359492982,-0.00049861,0.223928449
YPL106C,-0.286961135,-1.051575489,-0.775495754,-0.892189569,-0.100994455,-1.041417319,-0.864192392,-0.488550887,-0.251951869,-0.045874401,0.040500087,0.163474407,0.582,-0.006,-0.348,-0.213,0.174,0.323,0.385,0.131,-0.223711961,-0.413813806,0.042380366,0.293583263
YFL053W,-0.536,-0.65878725,-0.094886271,-0.230991336,-0.190512373,-0.670324554,-0.564111093,-0.293987523,0.123100157,-0.0825809,-0.214472926,-0.008118116,-0.157,-0.243,-0.389,-0.098,-0.563,-0.38,0.098,0.211,0.070230226,-0.594063275,0.050634623,-0.130461791
YML070W,1.543107527,2.636538209,2.343347837,0.922013648,1.842053281,3.77716556,3.515085547,1.211474407,0.610477119,0.460545834,0.637973208,0.507902273,0.664,2.433,2.792,3.338,0.536,1.796,2.927,3.463,0.166701923,0.197774546,-0.744175011,-0.390524694
YAL021C,-0.114991336,0.040554447,-0.193951869,-0.044922022,-0.291978822,-0.028752695,-0.095944518,0.002216935,0.046782208,-0.150007117,-0.043951869,-0.129133739,-0.15,-0.35,-0.18,-0.03,-0.3,-0.29,-0.33,-0.24,-0.034769774,0.024414968,0.076199617,-0.006537036
YJR122W,0.485765446,0.25617472,0.05383219,-0.134848171,0.268080168,0.909669591,0.300811098,0.512804407,0.061354018,-0.164950094,0.154746373,0.436289216,,0.412,0.504,0.549,-0.022,0.355,0.377,0.417,-0.153005506,0.241221872,0.289510484,0.061519495
YKR036C,-0.17380132,-0.172214615,-0.269725525,-0.428068587,-0.550256632,-0.204308613,-0.291700984,-0.413629007,-0.346874092,-0.467229214,-0.24615614,-0.31581667,-0.394,-0.2,-0.368,-0.699,-0.228,-0.268,-0.399,-0.609,-0.429967942,-0.303,-0.11810298,0.067315074
YNL229C,-0.047750023,0.609040674,0.769100157,0.430349025,0.07985338,0.554076427,0.858575998,0.215545834,-0.196903196,-0.143324554,-0.117679089,-0.052198415,-0.388,-0.269,-0.424,-0.247,0.039,0.241,0.24,0.17,-0.029133739,0.053324436,-0.156393864,-0.029708551
YJL005W,0.145803872,0.34876208,0.144795892,-0.334,0.001969229,-0.048752695,-0.137508903,-0.292571914,-0.120007117,-0.245892473,-0.247998614,0.000138625,-0.36,-0.41,-0.33,-0.25,-0.15,-0.35,-0.25,-0.08,-0.126741543,-0.266718185,-0.234838114,-0.364991336
YDR113C,-0.573767817,-1.280810516,-1.272987523,-0.180485357,-0.194201642,-0.644996881,-0.349012686,0.379853845,0.157443508,0.296866261,0.036,-0.241,0.489,0.788,0.858,0.169,-0.469,0.305,0.567,0.436,0.14907619,-0.012438258,0.114022181,0.338096804
YBL084C,-0.247847166,-0.28808495,-0.538970235,-0.406490852,-0.894,,,-0.301,-0.078275024,0.211,0.175744928,-0.04483444,-0.57,-0.057,0.216,-0.333,-0.794,0.036,0.031,0.179,0.038440067,0.1,0.138,0.015463778
YDR118W,-0.18176416,-0.098536659,-0.515688106,-0.048412111,-0.17645537,,-0.149097105,-0.27217968,-0.08713594,0.243987314,0.31919868,-0.019998614,-0.07,0.106,0.339,0.181,0.442,0.434,0.273,0.148,-0.03703995,0.024232183,-0.146492982,0.065554447
YFR036W,-0.036655295,0.216048131,0.080034657,-0.195585032,-0.638063994,-0.753700984,-0.429688106,-0.231874431,0.082475306,0.035008664,0.266782208,0.475701698,-0.205,-0.437,-0.302,-0.146,-0.226,-0.507,-0.972,-0.894,0.192475306,-0.06752538,0.114166562,-0.048827515
YGL240W,-0.496970002,-0.297,-0.456,-0.466,-0.307140415,-0.250822546,-0.975297789,-0.394797511,-0.076341522,-0.132,,-0.117,0.212,0.609,0.679,0.466,0.012,0.4,0.682,0.649,-0.175656941,-0.413,0.189091598,-0.142131925
YKL022C,0.385971771,-0.166650975,-0.17910298,-0.174969708,-0.007700984,-0.332579119,-0.288298077,0.002875933,-0.092097727,-0.351412629,-0.002310676,-0.023499606,0.432,1.006,0.947,0.887,0.079,0.637,0.766,1.02,0.134354018,-0.183999116,-0.075480505,0.086583263
YLR102C,0.28,0.272,,0.269,,-0.399,,1.041,0.100096804,0.026,,0.051,0.886,1.076,0.994,,0.676,0.698,0.672,0.502,0.243,-0.236,0.389,0.364
YGR109C,-1.794408432,-1.848959326,-1.798645138,0.563375279,-0.920499913,-1.34,-0.034412111,0.51247462,0.293462964,1.059531278,0.041583263,-0.034378373,-0.007,-0.997,-1.161,-0.983,-0.427,-0.888,-1.184,-1.306,-0.38,0.207392968,0.176709551,0.268781486
YOR061W,0.107502547,-0.109861375,0.06852504,0.113462964,-0.230058218,-0.264474116,-0.041499606,0.030866261,0.001307107,-0.140368219,-0.059231826,0.001272676,-0.17,-0.68,-0.97,-0.81,-0.25,-0.79,-1,-1.04,-0.202216103,-0.022726785,-0.091874275,-0.10108753
YJL157C,-2.617689539,-3.172043145,-2.604641895,-1.767879549,-1.694,-1.865,-0.851,-0.851937411,0.83,,0.01016556,-0.151,-1.022,-2.087,-2.276,-2.312,-0.679,-1.796,-1.66,-1.697,0.434112287,0.007400754,0.127525884,0.27552504
YLR079W,-0.168314186,-0.356445553,-0.736182395,-0.244240338,0.018,-0.290769774,-0.302446697,-0.562,0.52391247,0.362939394,0.341504246,0.409519495,0.305,0.925,0.969,0.786,-0.21,0.058,0.237,,0.09797199,0.303070835,-0.166961336,0.082271046
YDR052C,-0.158314263,-0.397365377,-0.464992875,-0.10193984,0.144353552,-0.365785215,-0.242546259,0.22484839,0.061504246,0.034783897,0.048040674,-0.020727324,-0.121,0.089,-0.056,-0.121,0.313,0.132,0.481,0.374,0.121186194,-0.03649861,-0.263388731,0.087801585
YDR168W,0.507502547,1.095701698,1.070311894,0.390554447,0.463462964,1.051301342,1.028952643,0.157417267,-0.173536222,-0.419965343,-0.109688106,-0.324783402,0.166,-0.027,0.39,0.361,0.393,0.189,0.315,0.371,-0.238692893,0.030311894,-0.109688106,-0.054991336
YIL050W,-0.251726785,-0.435133963,-0.531354444,0.311383669,0.006331819,0.593299016,0.579582512,0.58170894,0.880005545,0.891206087,0.388743368,0.317125599,0.633,0.622,0.793,0.704,0.373,0.699,0.562,0.557,0.238682203,0.452939394,0.291113729,0.32164072
YDL179W,-0.621164268,-0.944472926,-1.251800383,-0.787266095,-0.615164307,-0.539150815,-0.4465809,0.223636299,0.130904347,0.662258636,-0.018,0.080138625,0.331,-0.32,-0.599,-0.774,-0.393,-0.7,-0.796,-1.122,0.212,0.261012412,0.0124191,0.029531278
YER059W,1.08,0.77506016,0.337631781,0.025265927,1.025745736,1.169,0.258,-0.51384906,0.321514177,-0.288266775,0.471068393,0.235936932,,,,,,,,,0.355902895,0.227428816,-0.386272381,-0.151986352
YGL134W,0.20156727,0.44364072,-0.148239458,0.0620785,0.405,,,-0.004489516,0.04057807,-0.132398037,0.390086582,0.44950078,0.626,0.995,1.09,0.975,0.61,1.051,0.912,0.714,0.005000347,0.370606916,0.001272676,0.175038904
YHR071W,1.309733225,2.031001386,2.372601963,0.553067927,0.866689324,1.54897199,1.260725212,1.015097779,-0.534932454,-1.146470835,0.028529165,0.318281815,1.223,1.527,1.634,2.305,0.395,1.053,1.128,1.212,0.152570637,-0.266109398,-0.066645138,-0.054063068
YOL001W,0.070502166,-0.164254702,0.003682203,-0.330783402,0.47157859,-0.172688106,-0.543,-0.434542594,-0.008778128,-0.172195593,0.097746373,0.134948599,0.617,0.451,0.325,0.196,0.83,,0.259,0.225,-0.07220789,-0.081329172,0.066724976,0.024691387
YPL219W,0.819931413,0.83390125,0.338349025,-0.392497453,0.659835693,1.791,0.615779377,-0.162884589,0.199402906,-0.288445553,0.07267368,-0.081350592,0.391,1.239,1.16,0.718,0.246,1.286,1.181,1.164,-0.003497834,0.302535465,-0.025899843,0.034606067
YGL003C,0.382,0.143800805,-0.095479397,-0.12502801,0.272500959,0.494119092,0.118824989,0.027414968,0.195606136,0.072005545,0.231632423,0.275510484,0.123,0.872,0.956,0.514,-0.106,0.585,0.462,0.626,0.157474407,0.347858117,0.040725348,0.322463341
YBR160W,1.019408263,1.065281815,0.424759666,0.558209403,1.630746373,1.045068393,0.818041613,0.202013648,0.47365804,0.439265927,0.193038865,0.366419005,0.702,1.085,1.257,1.275,0.49,0.735,0.888,0.711,0.518631781,0.617504246,-0.158580995,0.121291449
YGL215W,-0.82042141,-0.87959155,-0.779965343,-0.429965343,-0.819861375,-0.882497453,-0.595585032,-0.164922022,-0.119133739,-0.024783402,-0.184922022,-0.124922022,0.5,0.38,0.14,0.03,-0.08,0.43,0.42,0.57,-0.161182395,-0.173951869,0.070311894,0.115424511
YBR274W,0.681331819,0.787859934,0.271677645,-0.075322355,0.281953091,1.41,0.566407188,0.210799396,-0.371314263,-0.382782625,-0.108302455,-0.186580995,-0.103,0.026,0.264,0.05,-0.18,0.006,-0.045,0.217,0.112077978,-0.035628196,-0.221904377,-0.130983018
YDL132W,0.526097779,0.811881884,0.536,-0.394,0.532677645,1.056258636,0.647152834,-0.47911681,-0.005562705,-0.408405647,0.038611269,-0.022536222,0.134,0.565,0.931,0.709,0.444,1.03,1.195,1.342,0.150427359,0.129077978,-0.262889482,-0.118971928
YAL040C,-0.582489516,-0.785967942,-0.635929165,-0.56320789,-1.055310676,-0.615244446,-0.766225454,-0.069675564,0.049125725,1.067,0.003484757,0.097509148,,0.005,-0.458,-0.648,0.299,-0.247,-0.952,-0.847,0.744,0.409,-0.113470835,0.084
YDL127W,-1.389747363,-1.569324554,-0.78934848,0.53215094,-0.769,-0.63578725,0.031048131,1.056,0.669711673,0.710947802,0.550561742,0.225399658,-0.045,0.005,-0.218,-0.075,-0.268,-0.514,-0.784,-0.564,-0.006668181,-0.45409875,0.380538209,0.471781486
YMR199W,-0.526977819,-0.897298302,-0.24835928,0.657592778,-0.458189569,-0.760424002,-0.06422034,0.535,0.06406016,0.094317714,0.367182731,0.51174347,-0.77,-0.74,-0.79,-0.66,-0.39,-0.83,-0.28,-0.45,-0.381784286,-0.342097727,-0.062599398,0.173822376
YNL289W,0.343310461,0.162805427,0.092216935,0.176463778,0.18916556,0.741317177,0.200125599,0.158444043,0.404931413,0.28282032,0.200311894,0.324067927,-0.03,-0.2,-0.05,0.02,0.09,-0.15,-0.1,-0.26,0.267716409,0.167897005,-0.013766075,-0.084575489
YPL256C,-1.248275024,-1.435373526,-0.344922022,0.353744719,-0.93344479,-1.224,0.07202537,0.361265927,0.267831963,0.52816556,0.99619868,1.182879288,-0.115,-0.563,-0.233,0.24,-0.079,-1.016,-0.832,-0.805,-0.522,-0.793,0.047068393,0.247725348
YPR120C,-1.505497834,-1.671629007,-1.604546259,-0.036198415,-0.73,-0.93,-0.43476493,0.12266638,0.179375114,1.268380366,0.254155705,0.152271697,-0.41,-1.17,-1.612,-1.644,-0.317,-0.89,-1.333,-1.817,0.009502166,-0.116485357,0.231427359,0.145725348
YDL155W,0.284743368,0.159013648,-0.21492381,0.451399658,0.210725348,0.248658478,0.189067546,0.486164579,0.276113729,0.504897005,0.178726609,0.121805427,-0.58,-0.633,-0.336,-0.501,-0.217,-0.477,-0.268,-0.387,0.117554151,0.197575998,0.005126668,0.24285338
YGR108W,-0.299861375,-1.085015084,-0.957725525,0.708817605,-0.217194573,-0.714150815,0.055424511,0.401553303,0.357502547,0.584822376,-0.615624886,-0.107783065,-0.593,-1.329,-1.306,-0.922,-0.639,-1.043,-1.123,-1.148,0.100311894,-0.404150815,-0.251182395,-0.507783065
YLR210W,-0.521959326,-0.647,-0.633035711,0.126964289,-0.178,-0.127,0.565,,0.093420881,0.408366974,0.009631781,-0.087,0.059,0.078,0.037,-0.201,0.072,0.359,0.197,0.044,-0.012233263,-0.090497834,0.202161886,0.292427359
YPR119W,-2.109695211,-2.307,-1.835341468,-0.376473505,-1.184,-1.309424002,-0.395599246,0.249785439,0.928252637,0.747428086,-0.056,-0.329967907,-0.727,-1.481,-2.144,-1.781,-0.531,-0.991,-0.974,-0.956,,0.032,0.18076208,0.104649408
YMR001C,0.497022181,1.366853845,0.693637995,0.409202261,0.52294301,0.914,1.401,-0.126,0.081038904,,0.282606136,0.054271046,-0.493,-1.34,-1.435,-1.153,-0.389,-0.648,-0.824,-0.81,-0.026,0.499,-0.284,-0.083199195
YAL024C,-0.200128762,-0.341182395,-0.393951869,-0.14204301,-0.315944518,-0.862572641,-0.556,-0.66490528,-0.009688106,-0.016622614,0.14,0.057879288,0.034,-0.473,0.018,-0.22,0.17,0.01,-0.17,-0.4,-0.246697358,-0.328339802,-0.15815614,-0.218302455
YML064C,0.060354862,-0.551254702,-0.357177624,0.114331819,0.242941353,-0.028026694,0.068,0.334462964,0.637012477,0.54885338,0.175509148,0.161897005,-0.003,0.218,0.387,0.384,-0.026,0.005,0.271,0.253,0.388708021,0.297658478,0.220783897,0.354701698
YGR092W,-0.08982661,-1.011790597,-1.148625013,0.195514177,0.557984916,0.339757034,0.036840814,0.209872395,1.091343059,0.868630605,0.358,-0.15682661,-0.312,-0.202,-0.148,-0.416,-0.123,0.032,0.282,0.317,0.481947802,0.776907594,0.040795892,0.291247305
YPR111W,0.002939394,0.000727619,-0.013947942,0.180387532,0.07257144,0.147689324,0.268658478,0.236768174,0.031897005,-0.186,-0.097977819,-0.224,-0.063,0.125,0.108,0.259,-0.126,-0.036,0.011,0.28,-0.359111093,-0.28325653,-0.027026694,-0.030911279
YMR036C,-0.084227526,-0.475022945,-0.128305467,-0.147995478,,,-0.772,-0.409,0.013361211,-0.215977819,-0.054,-0.003,-0.966,0.27,0.589,0.006,-0.909,-0.652,-0.254,-0.28,-0.024,,-0.051,0.074
YJL187C,-0.824628532,-0.999022945,-0.91661377,0.1134191,-0.295275524,-0.32433571,-0.018566534,0.587420023,0.165330662,0.029399658,0.171,0.12179211,0.136,0.126,-0.176,-0.464,0.354,0.363,0.083,0.015,-0.430194573,-0.209253627,0.33282032,0.364545834
YKL101W,-0.333718185,-0.413919832,-0.68929106,-0.2,-0.57781141,-0.887,-0.464959138,-0.233330409,-0.030470835,-0.017591737,0.35,0.203,-0.342,-0.563,-0.258,-0.201,-0.369,-0.497,-0.406,-0.21,-0.188,-0.343,-0.028913453,0.039583263
