"","片名","上传日期","播放数","弹幕数","硬币数","收藏数","上传者投稿数","上传者粉丝数","评论数","分享数","标签","简介"
"669","雨.Regen.1929.Joris.Ivens.","2016-12-22 23:07","107","0","2","19",169,1116,3,1,"纪录片神作","自己收藏 
　　《雨》用诗意的电影镜头，描绘了一场从坠落到停歇的雨水之旅。透过摄影机之眼，我们跟随着雨水——从车水马龙的街市到人潮涌动的人流。短短十几分钟的记录，是活生生的雨滴在悄然坠落，是积水中荡漾的圆晕在绽放，是云朵流淌下的氤氲在默默隐退……这音乐般流畅的印象派风格，给了我们一份来自大自然的馈赠与解说。 
　　导演为了制作这部电影，历时两年在城市的不同地点捕捉雨的踪迹，最终完成了这部关于雨的记录片"
"670","【MMXVI/Pearl】富贵长寿(How the Rich Live Longer)【配音中字】","2016-12-22 23:07","198","0","0","34",178,664,0,0,"健康
粤语
中文字幕
生活记录","tvb 
很多人活得比以前更久和更健康，但富人活得更加長壽。本節目探討一門專門幫富人保持健康長壽的保健業。富人花很多錢接受抗衰老，抗疾病和抗死亡的療法。主持人亦親身嘗試高端排毒療程，接受全身檢查和新奇療法。
http://mytv.tvb.com/tc/ch_pearl/ed_lifestyle/howtherichlivelonger/287208"
"671","【英语生肉】Grow.Your.Own.Veg.S01 呼唤字幕菌","2016-12-22 22:41","141","0","3","13",2,7,0,0,"园艺
Carol Klein","网络 Carol大妈在2007年的作品 呼唤字幕菌"
"672","【爱情纪录片】原来歪果仁和中国人是这么谈恋爱滴！异国恋题材纪录片《我的第一位》 【夏梦怡作品】","2016-12-22 22:16","3535","80","32","57",9,1640,21,7,"长沙
歪果仁
滑板
南非
外国人在中国
中外婚姻","UP主作品 WOLL和ROXY的爱情故事"
"673","【国家地理】空中浩劫.S02E04.致命交汇点－乌伯林根空难 [繁体中字]","2016-12-22 22:03","2779","55","14","37",52,418,4,4,"空中浩劫
撞击
十足的悲剧","国家地理频道&探索频道 这是一场彻头彻尾的悲剧，UP主第一次看的时候几乎要流下眼泪，气愤却又无奈，这次为大家带来乌伯林根空难，由于是很老的源，实在是找不到像前两部那样的高清资源，对此UP主深表遗憾，也感谢广大飞友长期以来的支持，没有你们我不会坚持到现在。"
"674","【纪录片】美国大师-重新发现Bing Crosby【生肉】Bing Crosby. Rediscovered (rus)","2016-12-22 21:41","133","1","0","7",14,4,0,1,"纪录片电影
白人爵士歌王
BING CROSBY","https://www.youtube.com/watch?v=FJ4GBrnRBic #Americans Masters"
"675","【旅行纪录片】一人独自旅拍探秘全球最幸福国家！《Grace的奥斯陆游记》【中英字】","2016-12-22 21:21","1384","63","44","118",9,1640,15,3,"旅行
挪威
北欧
纪录片
奥斯陆","UP主的旅拍作品 微博@Grace夏梦怡
第一次出国拍纪录片每天都觉得很新鲜，工作之余我记录下了一些在挪威奥斯陆游玩的见闻和趣事，把它做成了游记想分享给更多喜欢行摄的人，希望你们喜欢。笔芯~<U+2665>"
"676","【纪录片】《三十二》","2016-12-22 21:18","10000","670","1084","2033",1,487,361,275,"纪实
战争
中国
历史","“慰安妇”这三个字，曾经在多少中国人心里被披上“中国耻辱”的外衣。多少人想揭，却不敢活生生揭开；多少人想拍，又怕打扰到她们的生活。这是一段疼痛的历史，每个中国人心知肚明。《三十二》试图走进一个“慰安妇”的内心世界，没有跌宕的剧情，放弃惯用的技巧，只是给大家娓娓道来一个真实的故事。影片的第一个镜头便是飘落的尘埃，足足三十二秒，隐喻着我们的视角和态度，讲述这一段真实却“随风飘落”的故事……"
"677","【看中医】癌、痴呆、过动症、皮肤炎与精神官能症","2016-12-22 20:56","459","2","0","75",239,1014,8,3,"文化
中国
纪录片
科普
养生保健
中医百草
慈济","子宫颈癌是台湾妇女最常见的癌症，透过医师专业的分享，学到了许多照顾子宫跟呵护自己的方法，妇女朋友更应重视及建立正确的防治观念。"
"678","【纪实72小时】7000人的冲绳归乡大会【日字假名<U+30FB>补档】","2016-12-22 19:39","1809","59","23","59",82,2504,8,2,"NHK纪录片
纪实72小时
NHK
NHK节目
纪实七十二小时","★ 更多日字视频尽在公众号「秋秋字幕组」（suminglc），直播也在公众号提前通知。"
"679","已知的宇宙 第二季【全6集】","2016-12-22 18:03","112000","3065","496","13000",315,47501,386,135,"科学江界
收藏不看系列
宇宙
科普纪录
美国
国家地理
高清
科学
纪录片
科普","有你没有想过,当你身处黑洞,或进入虫洞可以实现时间旅行,你会怎样？
此系列结合最新科技信息，尖端的电脑绘图，展现我们宇宙一些最令人难以置信的方面。
本系列影片提供另一番生动视野，让大家重新审视这个原本以为已了如指掌的世界。将最尖端的科学知识，以前所未有的方式组合呈现，加上令人耳目一新的电脑绘图，以及相关的模拟说明，使得所有科学入门知识变得更加平易近人、清楚易懂，展现我们宇宙一些最令人难以置信的方面。"
"680","【旅游】中井精也写真铁路之旅·高知 土佐黑潮铁道 中村宿毛线 16.0825【花丸字幕组】","2016-12-22 17:50","605","17","21","59",217,22282,10,6,"花丸字幕组
中井精也写真铁路之旅
中井精也","本节目首先收集大家心目中独具代表性的地方铁路摄影作品，并在主页上公开投稿。接下来，中井先生将从中挑选出心仪的铁道照片，并以此为线索，前去一探究竟~节目汇聚了专业的摄影技术和独到的着眼点，集结了所有铁道迷们对铁路线的热爱~跟随中井先生，探索地方线路，去感受地方铁道的独特魅力与季节感吧！（；^ω^）"
"681","趣緻小企鵝（全1集完）（粤语中字）","2016-12-22 17:29","149","0","1","11",23,386,0,0,"企鹅
粤语配音","【明珠台视频录制】 誰不愛英國那個講述小男孩與玩具企鵝關係真摯的聖誕廣告？企鵝這種不能飛、步姿搞笑的鳥很棒唱吧？跟著企鵝專家探索精彩的企鵝世界，了解妙趣企鵝知識、來自網絡的有趣和動人的影片。快找出藏在你內心的企鵝！"
"682","【央视】纪录片《国家记忆》  末代皇帝的新生","2016-12-22 16:53","3048","4","5","122",13,322,10,2,"央视纪录片
溥仪在新中国
末代皇帝新生","https://youtu.be/k_JFKmXKkxI https://youtu.be/k_JFKmXKkxI 央视纪录片，《国家记忆》之《末代皇帝新生》全新系列
https://youtu.be/q8Sss75DKJE  第二集。
https://youtu.be/XPOhHA0EO78 第三集"
"683","【纪录片】 肉粽 - 美食寻根 （华语）","2016-12-22 16:36","3000","19","8","75",529,18151,14,2,"社会
人文
美食","广式烧腊：av6110796，砂煲饭：av6096443，牛肉粉：av6122954，海南鸡饭：av6136518
酿豆腐：av6151275，云吞面：av6176344，卤面：av6187340，肉骨茶：av7629415

美食维系着情感，用舌尖寻找记忆的味道
《美食寻根》"
"684","探索 2016-12-19 神秘的美国51区","2016-12-22 16:28","1003","2","0","32",131,906,0,1,"51区 美国","http://bbs.taiwan123.cn/thread-42502-1-1.html 原作者：没有风也摇摆
出处：http://bbs.taiwan123.cn/thread-42502-1-1.html
标题：神秘的美国51区"
"685","上海纪实频道【纪录片编辑室】湖殇可可西里","2016-12-22 16:22","358","1","0","15",105,542,3,0,"纪录片编辑室
环境
可可西里
藏羚羊","腾讯 可可西里的藏羚羊占了全球藏羚的绝大多数，而可可西里的绝大多数母羚羊在每年7、8月份都会集中到卓乃湖以南一片不大的草原产仔，9月份返回越冬地与公羊合群。"
"686","【纪录片】鸟瞰德国 2016-12-19 城市Stadt","2016-12-22 16:15","659","3","1","36",131,906,2,1,"纪录片 德国 城市","http://bbs.taiwan123.cn/thread-42505-1-1.html 原作者：没有风也摇摆
出处；http://bbs.taiwan123.cn/thread-42505-1-1.html
标题：城市Stadt"
"687","从不知道摆摊夜市原来是这样的！ 纪录片《远去的家》【夏梦怡作品】","2016-12-22 15:32","54000","2193","1039","3268",9,1640,771,253,"长沙
生活
纪录片
夏梦怡
夜宵
塑料普通话","此片是UP主夏梦怡（当时湖南大学大四设计专业学生）两年前独立拍摄制作的一部纪录片，生活中观察到学校附近有一片生意红火但问题和环境复杂的烧烤摊夜市，近年来一直饱受争议被连连叫停，卫生污染扰民等诸多问题遭质疑。但由于地铁4号线的修建，这片大学城的“天堂”和天马村农民工的容身之地在长沙消失了，在拆迁之前夏梦怡拍下了这部纪录片和这片地方最后的故事，希望能这部片子客观看待人与体制，社会和发展之间的冲突，唤起大家对这些社会现象的思考和关注，记得这些善良淳朴的人还有这个已经离我们远去的家。"
"688","“大战”：第23周  土耳其的灾难---勒卡米斯之战 【中英双字幕】【个人汉化】【YouTube】 2016-12-14","2016-12-22 14:54","715","3","6","16",49,371,2,2,"一战
第一次世界大战
世界大战一百年","https://www.youtube.com/channel/UCUcyEsEjhPEDf69RRVhRh4A   

“大战”：第23周
                俄国新年烤整火鸡套餐。

Indy Neidell和他的“大战”系列团队与2014开始所拍摄的第一次世界大战记录片。此纪录片将以每周一集的形式，讲述从1914年7月28号开始的每一周所发生的事情。"
"689","央视纪实《祖国的拥抱——志愿军烈士遗骸归国纪实》","2016-12-22 14:45","12000","367","153","530",2,293,53,13,"志愿军烈士
致敬！
志愿军遗体归国","央视军事纪实特别节目 2014年3月28日9时30分许，搭载437具中国人民志愿军烈士遗骸的专机降落在沈阳桃仙国际机场，离开祖国60多年的烈士英灵回家。11：30分，迎接仪式在桃仙国际机场举行。12时许，礼兵护送志愿军烈士遗骸棺椁上灵车赴抗美援朝烈士陵园，437具烈士遗骸被临时安放在烈士陵园。"
"690","纪录片.探索频道.火星：秘密科学.Mars.The.Secret.Science.S01.2014[全6集][高清][生","2016-12-22 14:44","778","38","4","65",786,13877,3,2,"探索频道","【纪录片.探索频道.火星：秘密科学.Mars.The.Secret.Science.S01.2014】
科学家一直致力于探索火星的秘密，NASA在建造可抵达火星的载人飞船。火星上是否有生命，NASA最危险的任务，Curiosity号火星车，本片讲述火星的科学。
下载版见微博：@猛犸君侯。全6集，高清下载：http://weibo.com/5643224579/EpqmLitlq"
"691","中国故事：河南人家","2016-12-22 14:31","600","0","0","7",2,1,2,0,"中国故事
河南人家","搜狐视频 河南蒙古族自治县是青海省唯一的蒙古族自治县，俗称“河南蒙旗”，是中国蒙古族人口比例最高的县。地处青海省东南部，东临甘肃省甘南藏族自治州夏河县、碌曲县，南接甘肃省甘南藏族自治州玛曲县，西南与青海省果洛藏族自治州玛沁县、海南州同德县毗连，北与泽库县相邻，处于青甘川三省结合部，素有青海省南大门之称。 截止2011年，河南蒙古族自治县总人口4万人，蒙古族占总人口的93.21%，是中国蒙古族人口比例最高的县。"
"692","720P《原始生活21天/赤裸与恐惧 Naked And Afraid》第三季","2016-12-22 12:58","45000","1466","61","1926",313,15067,66,39,"原始生活21天
720P
第三季
赤裸与恐惧","http://www.jiluhome.cn/naked-and-afraid3.html 《赤裸与恐惧》 (原始生活21天)将[适者生存]这个词提升到了全新的境界。每一周都会有一对互不相识的男女身陷世界最极端的气候环境中进行求生挑战。每一对男女组合都会面临没有食物、没有水和没有衣服的孤立无援处境。"
"693","【纪录片】Che：为了永恒的胜利·1900s·【切格瓦拉纪录片·中字】","2016-12-22 12:50","847","2","7","85",3,9,2,4,"胜利
正义
纪录片
革命家
切格瓦拉
Che","搬运 一部久远的纪录片，记录了革命家切格瓦拉的一生，歌曲来自Carlos Puebla的《Hasta Siempre》。"
"694","《台灣．用騎的最美》","2016-12-22 12:08","749","8","0","42",745,1973,8,6,"台湾
骑行","网络 我的環島1號線風情畫 完整版"
"695","【纪录片】舌尖上的越南（粤语）Taste of Vietnam 13集","2016-12-22 11:11","1550","26","3","52",529,18151,1,2,"旅行
社会
人文
越南
美食
舌尖上的越南","1-10合集：av7581253，11集：av7595795，12集：av7624558
带你了解越南的美食，风景，文化，跟着镜头出发吧～
共23集"
"696","麦哲伦奉献：国家地理.远古工程巡礼.古罗马圆形竞技场","2016-12-22 11:03","508","1","4","38",28,210,2,1,"BBC
国家地理
麦哲伦","BBC 伟大的古罗马竞技场"
"697","【纪录片】【英语中字】 Versailles's Dirty Secrets 凡爾賽宮的秘「聞」（全一集）","2016-12-22 10:57","924","4","6","164",400,21077,5,2,"纪录片
Versailles
凡爾賽宮的秘「聞」","《Versailles : le propre et le sale》。凡爾賽宮反映出骯髒王宮的形象：朝臣於樓梯間小便、國王坐在馬桶上接見嘉賓、而且人人都把夜壺倒出窗外去。然而，城堡建造期間，路易十四想到美化設施：建造幾個簡陋公廁及極現代化的液壓系統。那麼此臭名從何而來？"
